Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3161239928560,22.174,-1.274,0.619,2,16,22174,-1274,619,0,0,0
5,1,1,0,0x00000000,0,2,3161240328520,22.287,-1.126,0.604,76,16,22287,-1126,604,0,0,0
5,1,1,0,0x00000000,0,2,3161240328520,22.322,-0.971,0.587,15,16,22322,-971,587,0,0,0
5,1,1,0,0x00000000,0,2,3161251912920,22.324,-0.94,0.713,17,16,22324,-940,713,0,0,0
5,1,1,0,0x00000000,0,2,3161251912920,22.222,-1.089,0.676,74,16,22222,-1089,676,0,0,0
5,1,1,0,0x00000000,0,2,3161252312400,22.137,-1.238,0.637,6,16,22137,-1238,637,0,0,0
5,1,1,0,0x00000000,0,2,3161263491480,22.185,-1.206,0.556,0,16,22185,-1206,556,0,0,0
5,1,1,0,0x00000000,0,2,3161263491480,22.237,-1.059,0.59,64,16,22237,-1059,590,0,0,0
5,1,1,0,0x00000000,0,2,3161263491480,22.355,-0.911,0.628,10,16,22355,-911,628,0,0,0
5,1,1,0,0x00000000,0,2,3161281065740,22.337,-0.897,0.729,3,16,22337,-897,729,0,0,0
5,1,1,0,0x00000000,0,2,3161281065740,22.118,-0.974,0.467,0,16,22118,-974,467,0,0,0
5,1,1,0,0x00000000,0,2,3161281065740,22.266,-1.08,0.587,98,16,22266,-1080,587,0,0,0
5,1,1,0,0x00000000,0,2,3161281464360,22.146,-1.175,0.701,5,16,22146,-1175,701,0,0,0
5,1,1,0,0x00000000,0,2,3161292253400,22.186,-1.19,0.736,3,16,22186,-1190,736,0,0,0
5,1,1,0,0x00000000,0,2,3161292253400,22.258,-1.111,0.607,30,16,22258,-1111,607,0,0,0
5,1,1,0,0x00000000,0,2,3161292253400,22.244,-0.926,0.669,81,16,22244,-926,669,0,0,0
5,1,1,0,0x00000000,0,2,3161304238160,22.152,-0.852,0.816,0,16,22152,-852,816,0,0,0
5,1,1,0,0x00000000,0,2,3161304238160,22.235,-0.962,0.537,13,16,22235,-962,537,0,0,0
5,1,1,0,0x00000000,0,2,3161304238160,22.224,-1.091,0.622,76,16,22224,-1091,622,0,0,0
5,1,1,0,0x00000000,0,2,3161304238160,22.143,-1.218,0.704,3,16,22143,-1218,704,0,0,0
5,1,1,0,0x00000000,0,2,3161315420700,22.461,-1.096,0.515,0,16,22461,-1096,515,0,0,0
5,1,1,0,0x00000000,0,2,3161315420700,22.187,-0.934,0.752,17,16,22187,-934,752,0,0,0
5,1,1,0,0x00000000,0,2,3161315420700,22.356,-0.812,0.67,1,16,22356,-812,670,0,0,0
5,1,1,0,0x00000000,0,2,3161327396160,22.301,-0.848,0.453,0,16,22301,-848,453,0,0,0
5,1,1,0,0x00000000,0,2,3161327396160,22.242,-0.995,0.494,2,16,22242,-995,494,0,0,0
